Article_ID,Numbered_Source_Text,Original_Abstractive_Summary,Your_Extractive_Labels,Annotator_Name
73349,"[0] കോഴിക്കോട്: പേമാരി പെയ്തിറങ്ങിയ കുട്ടനാട്ടിലേക്ക് കോഴിക്കോടിന്റെ സഹായവുമായി അവസാന ലോറിയും ലാന്‍ഡ് ചെയ്തു
[1] ഭക്ഷണസാധനങ്ങളുമായി 15ാമത്തെ ലോറിയാണ് കോഴിക്കോട്ടുനിന്ന് ആലപ്പുഴയിലെത്തിയത്
[2] കോഴിക്കോട് ജില്ലാ കലക്റ്റര്‍ പ്രത്യേക മുന്‍കൈയെടുത്താണ് കുട്ടനാടിലേക്ക് സാധനങ്ങള്‍ എത്തിച്ചത്
[3] മറ്റൊരു ജില്ലയുടെ കാര്യത്തില്‍ ഇടപെടേണ്ടതുണ്ടോ എന്ന സ്‌നേഹപൂര്‍ണമായ അന്വേഷണങ്ങള്‍ക്കുള്ള മറുപടിയാണ് കോഴിക്കോട്ടുകാരുടെ ഈ കരുതലെന്ന് കലക്റ്റര്‍ യു.വി ജോസ് ഫെയ്‌സ്ബുക്കില്‍ കുറിച്ചു
[4] കുറിപ്പിന്റെ പൂര്‍ണരൂപം: കോഴിക്കോടിന്റെ സ്നേഹ സമ്മാനങ്ങളുമായി 15- മത്തെ ലോറി ഇന്ന് ആലപ്പുഴയിലെത്തും
[5] ഈ ഒരു സംരംഭം തുടങ്ങിയപ്പോൾ പലരും എന്നോട് ചോദിച്ചിട്ടുണ്ട് എന്തിനാണ് മറ്റൊരു ജില്ലയുടെ കാര്യത്തിൽ നമ്മളിങ്ങനെ ഇടപെടുന്നത്, അതിന് വേണ്ട പിന്തുണ കിട്ടുമോ, അത് അവർക്ക് ഇഷ്ടമാകുമോ എന്നൊക്കെ
[6] കോഴിക്കോടൻ ജനതയുടെ ആത്മാർത്ഥമായ സ്നേഹവും നന്മയും സഹായ മനോഭാവവും കഴിഞ്ഞ ഒരു വർഷമായി അടുത്ത് അനുഭവിച്ചറിയുന്ന ഞാൻ ഇത്തരം ചോദ്യങ്ങൾക്ക് മറുപടി നൽകിയില്ല
[7] ഉത്തരം കഴിഞ്ഞ 10 ദിനങ്ങളിലായി കോഴിക്കോടൻ ജനത അവരുടെ സ്നേഹ സമ്മാനങ്ങളിലൂടെ നൽകി
[8] ഇതോടൊപ്പം എടുത്ത് പറയേണ്ട ഒന്നാണ് ആലപ്പുഴയിലേയും കോട്ടയത്തിലേയും ജില്ലാ കലക്ടർമാരുടെ സഹകരണം
[9] ഇത്തരമൊരാശയും മുന്നോട്ട് വെച്ചപ്പോൾ അവർ ഇരുകൈകളും നീട്ടി ഈ ഉദ്യമത്തെ സ്വാഗതം ചെയ്തു
[10] അത് കാര്യങ്ങൾ എളുപ്പമാക്കി
[11] കഴിഞ്ഞ ദിവസങ്ങളിലായി കോട്ടയത്ത് നിന്നും ആലപ്പുഴയിൽ നിന്നുമായി ഒത്തിരി പേരാണ് എന്നെ നേരിട്ട് വിളിച്ചും സന്ദേശമായും കോഴിക്കോട്ടുകാരുടെ സ്നേഹത്തിന് നന്ദി അറിയിച്ചത്","ഈ ഒരു സംരംഭം തുടങ്ങിയപ്പോൾ പലരും എന്നോട് ചോദിച്ചിട്ടുണ്ട് എന്തിനാണ് മറ്റൊരു ജില്ലയുടെ കാര്യത്തിൽ നമ്മളിങ്ങനെ ഇടപെടുന്നത്, അതിന് വേണ്ട പിന്തുണ കിട്ടുമോ, അത് അവർക്ക് ഇഷ്ടമാകുമോ എന്നൊക്കെ. മറ്റൊരു ജില്ലയുടെ കാര്യത്തിൽ ഇടപെടേണ്ടതുണ്ടോ എന്ന സ്നേഹപൂർണമായ അന്വേഷണങ്ങൾക്കുള്ള മറുപടിയാണ് കോഴിക്കോട്ടുകാരുടെ ഈ കരുതലെന്ന് കലക്റ്റർ യു.വി ജോസ് ഫെയ്സ്ബുക്കിൽ കുറിച്ചു.",,
64025,"[0] ദുബായ്: ഫേസ് ബുക്കിലെ 'സുന്ദരി'യുടെ ചതിയില്‍ കുടങ്ങി ഇന്ത്യന്‍ യുവാക്കള്‍ക്ക് നഷ്ടമായത് 25000 ത്തോളം ദിര്‍ഹം
[1] സുന്ദരിയെ നേരിട്ട് കണ്ടപ്പോഴോ അത് മറ്റൊരു ഇന്ത്യക്കാരന്‍ .20 കാരനായ ഇന്ത്യന്‍ വിദ്യാര്‍ഥി ഫേസ് ബുക്കിലൂടെ ആള്‍മാറാട്ടം നടത്തി കബളിപ്പിച്ചതിലധികവും ഇന്ത്യക്കാരെ
[2] വ്യാജ പ്രൊഫൈല്‍ ഉണ്ടാക്കിയാണ് വിദ്യാര്‍ഥി തട്ടിപ്പ് നടത്തിയത്
[3] ഫേസ്ബുക്കില്‍ സിറിയന്‍ യുവതിയുടെ വ്യാജ പ്രൊഫൈല്‍ ഇതിനായി യുവാവ് ഉണ്ടാക്കി
[4] അതിന് ശേഷം ഇന്ത്യക്കാരായ പല യുവാക്കളുമായും ചാറ്റിംഗ് നടത്തി
[5] 'കിന്‍ഡ'യെന്ന ഫേസ്ബുക്ക് സുന്ദരിയെ നേരിട്ട് കാണാന്‍ പല എഫ്ബി സുഹൃത്തുക്കളും ആഗ്രഹമറിയിച്ചു",സുന്ദരിയെ നേരിട്ട് കണ്ടപ്പോഴോ അത് മറ്റൊരു ഇന്ത്യക്കാരൻ .20 കാരനായ ഇന്ത്യൻ വിദ്യാർഥി ഫേസ് ബുക്കിലൂടെ ആൾമാറാട്ടം നടത്തി കബളിപ്പിച്ചതിലധികവും ഇന്ത്യക്കാരെ. ഫേസ് ബുക്കിലെ 'സുന്ദരി'യുടെ ചതിയിൽ കുടങ്ങി ഇന്ത്യൻ യുവാക്കൾക്ക് നഷ്ടമായത് 25000 ത്തോളം ദിർഹം.,,
77403,"[0] ദില്ലി: ലോകത്തിലെ ധനികരുടെ പട്ടികയില്‍ രണ്ടാം സ്ഥാനക്കാരനായിരുന്ന ബില്‍ഗേറ്റ്‌സിനെയാണ് ഫ്രഞ്ച്കാരനായ അതിസമ്പന്നന്‍ ബെര്‍ണാഡ് ആര്‍നോള്‍ഡ് പിന്നിലാക്കിയിരിക്കുന്നത്
[1] ഏഴു വര്‍ഷങ്ങള്‍ക്ക് മുമ്പാണ് ലോകത്തിലെ ശതകോടീശ്വരന്‍മാരെ സൂചിപ്പിക്കുന്ന ബ്ലൂംബെര്‍ഗ്ഗ് ബില്ല്യണര്‍ ഇന്‍ഡക്‌സ് പുറത്തിറക്കിയത്
[2] അന്ന് മുതല്‍ രണ്ടാം സ്ഥാനം ബില്‍ഗേറ്റ്‌സിന് ആയിരുന്നു
[3] ആ കണക്കാണ് ഇപ്പോള്‍ മാറിയത്
[4] ആഡംബര വസ്തുക്കളുടെ നിര്‍മ്മാണ കമ്പിനി എല്‍ വി എം എച്ച ചീഫ് ഓപ്പറേറ്റിംഗ് ഓഫീസറാണ് ആര്‍നോള്‍ഡ്
[5] 108 ബില്യണ്‍ യു എസ് ഡോളറാണ് ശതകോടീശ്വര സൂചിക പ്രകാരം ആര്‍നോള്‍ഡിന്റെ ആസ്തി
[6] കഴിഞ്ഞവര്‍ഷം 39 ബില്യണ്‍ യു എസ് ഡോളറിന്റെ അധിക നേട്ടവും ആര്‍നോള്‍ഡ് നേടിയെന്ന് കണക്കുകള്‍ പറയുന്നു
[7] മൈക്രോസോഫ്റ്റ് സ്ഥാപകന്‍ ബില്‍ഗേറ്റ്‌സിന്റെ ആസ്തി 107 ബില്യണ്‍ കോടി യു എസ് ഡോളറാണ്
[8] ഫോര്‍ബ്‌സിന്റെ ശതകോടീശ്വരപ്പട്ടികയിലും ഇരുവരും സ്ഥാനം പിടിച്ചിട്ടുണ്ട്",ആഡംബര വസ്തുക്കളുടെ നിർമ്മാണ കമ്പിനി എൽ വി എം എച്ച ചീഫ് ഓപ്പറേറ്റിംഗ് ഓഫീസറാണ് ആർനോൾഡ്. കഴിഞ്ഞവർഷം 39 ബില്യൺ യു എസ് ഡോളറിന്റെ അധിക നേട്ടവും ആർനോൾഡ് നേടിയെന്ന് കണക്കുകൾ പറയുന്നു.,,
66884,"[0] ഹൈദരാബാദ്: സ്ത്രീധന നിരോധന നിയമമൊക്കെ നിലനില്‍ക്കുന്നുണ്ടെങ്കിലും രാജ്യത്ത് സ്ത്രീധനമരണങ്ങള്‍ ഇപ്പോഴും തുടരുകയാണ്
[1] ഉന്നത വിദ്യാഭ്യാസവും മികച്ച ജോലിയുമുള്ള യുവതി യുവാക്കള്‍ക്കിടയിലും സ്ത്രീധനം ഒരു പ്രശ്നം തന്നെയാണ്
[2] 20 ലക്ഷത്തിലധികം രൂപയും സ്വര്‍ണവും സ്ത്രീധനമായി നല്‍കിയിട്ടും ഭര്‍ത്താവിന്റെ വീട്ടുകാര്‍ കൂടുതല്‍ പണം ആവശ്യപ്പെട്ട് പീഡിപ്പിച്ചതിനെത്തുടര്‍ന്ന് 29കാരിയായ ടെക്കി ജീവനൊടുക്കി
[3] ഹൈദരാബാദ് നിസാംപേട്ട് സ്വദേശിയായ ഷൈലജയാണ് തൂങ്ങി മരിച്ചത്
[4] സോഫ്ട് വെയര്‍ എഞ്ചിനീയറായ ഷൈലജ മൂന്ന് വര്‍ഷം മുമ്പാണ് നവീണ്‍ കുമാറിനെ വിവാഹം കഴിച്ചത്
[5] ഇയാളും സോഫ്ട് വെയര്‍ എഞ്ചിനീയറാണ്
[6] വിവാഹ സമയം ഷൈലജയുടെ മാതാപിതാക്കള്‍ 20 ലക്ഷത്തിലേറെ രൂപയും സ്വര്‍ണവും സ്ത്രീധനമായി നല്‍കിയിരുന്നു
[7] എന്നാല്‍ അടുത്തിടെയായി അഞ്ച് ലക്ഷത്തിലേറെ രൂപ വീണ്ടും ആവശ്യപ്പെട്ട് നവീനും മാതാപിതാക്കളും ഷൈലജയെ മാനസികമായി പീഡിപ്പിച്ചിരുന്നെന്ന് ബന്ധുക്കള്‍ ആരോപിയ്ക്കുന്നു",20 ലക്ഷത്തിലധികം രൂപയും സ്വർണവും സ്ത്രീധനമായി നൽകിയിട്ടും ഭർത്താവിന്റെ വീട്ടുകാർ കൂടുതൽ പണം ആവശ്യപ്പെട്ട് പീഡിപ്പിച്ചതിനെത്തുടർന്ന് 29കാരിയായ ടെക്കി ജീവനൊടുക്കി. എന്നാൽ അടുത്തിടെയായി അഞ്ച് ലക്ഷത്തിലേറെ രൂപ വീണ്ടും ആവശ്യപ്പെട്ട് നവീനും മാതാപിതാക്കളും ഷൈലജയെ മാനസികമായി പീഡിപ്പിച്ചിരുന്നെന്ന് ബന്ധുക്കൾ ആരോപിയ്ക്കുന്നു.,,
72767,"[0] കൊച്ചി: താരസംഘടന അമ്മ നടി ആക്രമിക്കപ്പെട്ട കേസിലെ പ്രതിയായ നടന്‍ ദിലീപിനെ തിരിച്ചെടുത്തതിനെ ചൊല്ലിയുള്ള വിവാദം കത്തുന്നു
[1] നാല് നടിമാര്‍ പ്രതിഷേധ സൂചകമായി രാജിവച്ചതിന് പിന്നാലെ രാഷ്ട്രീയ സാംസ്‌കാരിക രംഗത്തെ പ്രമുഖരെല്ലാം അമ്മയുടെ നടപടിയെ ചോദ്യം ചെയ്തു രംഗത്തെത്തിക്കഴിഞ്ഞു
[2] ഈ സാഹചര്യത്തിലാണ് മാധ്യമനിരൂപകനും രാഷ്ട്രീയ നിരീക്ഷകനുമായ അഡ്വ
[3] ജയശങ്കറിന്റെ പോസ്റ്റും ചര്‍ച്ചയാകുന്നത്
[4] ദിലീപിനെതിരെ രൂക്ഷമായ പ്രതികരണമാണ് അദ്ദേഹം നടത്തിയിരിക്കുന്നത്
[5] അമ്മയുടെ നടപടിയെ വിമര്‍ശിക്കുന്ന അദ്ദേഹം മറ്റു താരങ്ങളും രാഷ്ട്രീയ നേതാക്കളും എടുത്ത സമീപനങ്ങളെയും പരിഹസിക്കുന്നു
[6] മാത്രമല്ല, രാജിവച്ചില്ലായിരുന്നുവെങ്കില്‍ നാല് നടിമാര്‍ക്ക് അമ്മയില്‍ നിലനില്‍ക്കാന്‍ സാധിക്കുമായിരുന്നില്ലെന്നും ജയശങ്കര്‍ അഭിപ്രായപ്പെടുന്നു
[7] അമ്മയെ നിയന്ത്രിക്കുന്നത് ജനപ്രിയ നടനാണെന്ന് പറയുന്ന അദ്ദേഹം ജയിലില്‍ നിന്നിറങ്ങിയത് പ്രതികാര ദാഹവുമായിട്ടാണെന്നും പറയുന്നു...",നാല് നടിമാർ പ്രതിഷേധ സൂചകമായി രാജിവച്ചതിന് പിന്നാലെ രാഷ്ട്രീയ സാംസ്കാരിക രംഗത്തെ പ്രമുഖരെല്ലാം അമ്മയുടെ നടപടിയെ ചോദ്യം ചെയ്തു രംഗത്തെത്തിക്കഴിഞ്ഞു. താരസംഘടന അമ്മ നടി ആക്രമിക്കപ്പെട്ട കേസിലെ പ്രതിയായ നടൻ ദിലീപിനെ തിരിച്ചെടുത്തതിനെ ചൊല്ലിയുള്ള വിവാദം കത്തുന്നു.,,
68768,"[0] വീണ്ടു ഒരോണക്കാലം കൂടി ഇതാ പടിവാതില്‍ക്കല്‍ എത്തിക്കഴിഞ്ഞു
[1] പൊന്നോണത്തെ വരവേല്‍ക്കാനുള്ള ഒരുക്കത്തിലാണ് ലോകമെമ്പാടുമുളള മലയാളികള്‍
[2] എന്നാല്‍ പൊന്നോണം മാത്രമല്ല എല്ലാ ആഘോഷങ്ങളും ഒരു ആഘോഷമാക്കുന്നത് സ്ത്രീകളാണ്
[3] ഫെമിനിസത്തിന്റെ ഭാഷയെന്നു തോന്നുമെങ്കിലും ഓരോ വീടും ശ്രദ്ധിച്ചാല്‍ ഇക്കാര്യം ബോധ്യപ്പെടും
[4] ഓണക്കാലത്ത് സ്ത്രീകളാണ് എല്ലാ കാര്യങ്ങളും തീരുമാനിക്കുന്നത്
[5] ഓണത്തിന് വീടിന്റെ സിസ്റ്റം എങ്ങിനെയാവണം എന്നവര്‍ ആദ്യമേ പദ്ധതിയിടും
[6] പിന്നീട് എന്തൊക്കെ വിഭവങ്ങള്‍ വേണം
[7] ആരെയൊക്കെ ക്ഷണിക്കണം എന്നു തുടങ്ങി ഒട്ടേറെ കാര്യങ്ങള്‍ ചെയ്തു തീര്‍ക്കാനുണ്ടാവും
[8] ഓണമെത്തിയാലോ.
[9] പുലര്‍ച്ചെയുണരണം വീടും പരിസരവും വൃത്തിയാക്കണം
[10] പൂക്കളം തീര്‍ക്കേണ്ട ചുമതലയും ചിലര്‍ക്കുണ്ടാവും",ഓണത്തിന് വീടിന്റെ സിസ്റ്റം എങ്ങിനെയാവണം എന്നവർ ആദ്യമേ പദ്ധതിയിടും. എന്നാൽ പൊന്നോണം മാത്രമല്ല എല്ലാ ആഘോഷങ്ങളും ഒരു ആഘോഷമാക്കുന്നത് സ്ത്രീകളാണ്.,,
74853,"[0] തിരുവനന്തപുരം: നഗരത്തിന്റെ വിവിധ ഭാഗങ്ങളിലായി ക്രിസ് മസ് ദിനമായ ഇന്നലെയുണ്ടായ വ്യത്യസ്ത വാഹനാപകടങ്ങളിൽ ദമ്പതികളുൾപ്പെടെ ആറുപേർ മരിച്ചു
[1] മൂന്നുപേർക്ക് ഗുരുതരമായി പരിക്കേറ്റു
[2] ബൈപ്പാസിൽ കുളത്തൂർ മുക്കോലയ്ക്കൽ ഇന്നലെ രാത്രി ബൈക്കിൽ കാറിടിച്ച് ദമ്പതികളായ വലിയവേളി പൗണ്ട്കടവ് പുളിമുട്ടം തോപ്പിൽ വീട്ടിൽ സക്കീർ ഹുസൈൻ (41), ഭാര്യ ഷബാന(30) എന്നിവർ മരിച്ചു
[3] ഒപ്പമുണ്ടായിരുന്ന മകൾ നബീസത്ത് മിസ് രിയയെ (12) പരിക്കുകളോടെ എസ്.എ.ടി ആശുപത്രിയിൽ പ്രവേശിപ്പിച്ചു
[4] രാത്രി 11.45 ഓടെ മുക്കോലയ്ക്കൽ ജംഗ്ഷനിൽ പൗണ്ട് കടവിലേക്ക് റോഡ് മുറിച്ച് കടക്കവേ കഴക്കൂട്ടം ഭാഗത്തുനിന്നെത്തിയ കാർ ഇവരെ ഇടിച്ചുതെറിപ്പിക്കുകയായിരുന്നു
[5] വെള്ളായണി സിഗ്നൽ ജംഗ്ഷനിലുണ്ടായ ബൈക്ക് അപകടത്തിൽ കന്യാകുമാരി തൃപ്പരപ്പിന് സമീപം കളിയലിൽ യേശുദാസിന്റെയും ശാന്തിയുടേയും മകൻ ജയശീലൻ (25), കളിയൽ മേൽപാരൂർ ചന്ദ്രന്റെയും സെലീനയുടേയും മകൻ ശരത്ചന്ദ്രൻ (22) എന്നിവരാണ് മരിച്ചത്
[6] പൊൻമുടിയിൽ ക്രിസ്മസ് ആഘോഷിക്കുവാൻ കൂട്ടുകാരുമൊത്ത് വരുംവഴി പുലർച്ചെ 5.30നായിരുന്നു അപകടം
[7] അരുവിക്കര സ്വദേശി സിയാദും കുടുംബവും യാത്രചെയ്ത ജീപ്പുമായി സിഗ്നൽ ജംഗ്ഷനിൽ നിന്ന് ശാന്തിവിളയിലേയ്ക്ക് തിരിയുകയായിരുന്ന അവരുടെ ബൈക്ക് ഇടിക്കുകയായിരുന്നു","വെള്ളായണി സിഗ്നൽ ജംഗ്ഷനിലുണ്ടായ ബൈക്ക് അപകടത്തിൽ കന്യാകുമാരി തൃപ്പരപ്പിന് സമീപം കളിയലിൽ യേശുദാസിന്റെയും ശാന്തിയുടേയും മകൻ ജയശീലൻ (25), കളിയൽ മേൽപാരൂർ ചന്ദ്രന്റെയും സെലീനയുടേയും മകൻ ശരത്ചന്ദ്രൻ (22) എന്നിവരാണ് മരിച്ചത്. ബൈപ്പാസിൽ കുളത്തൂർ മുക്കോലയ്ക്കൽ ഇന്നലെ രാത്രി ബൈക്കിൽ കാറിടിച്ച് ദമ്പതികളായ വലിയവേളി പൌണ്ട്കടവ് പുളിമുട്ടം തോപ്പിൽ വീട്ടിൽ സക്കീർ ഹുസൈൻ (41), ഭാര്യ ഷബാന(30) എന്നിവർ മരിച്ചു.",,
9767,"[0] തിരുവനന്തപുരം∙ സംസ്ഥാനത്തെ സകൂളുകൾ തുറക്കുന്നതിനെ കുറിച്ച് ആലോചിക്കാൻ മുഖ്യമന്ത്രി പിണറായി വിജയന്റെ അധ്യക്ഷതയിൽ യോഗം ചേരും
[1] ഡിസംബർ 17 ന് തിരുവനന്തപുരത്താണ് യോഗം
[2] പൊതു പരീക്ഷയുള്ള 10, 12 ക്ലാസുകൾ ജനുവരിയിൽ തുറക്കാനാവുമോ എന്നാണ് യോഗത്തിൽ ചർച്ചയാവുക
[3] കോവിഡ് സ്ഥിതി വിലയിരുത്തിയ ശേഷമാകും തീരുമാനം
[4] 10, 12 ക്ലാസുകളിലെ അധ്യാപകരോട് ഡിസംബർ 17 മുതൽ സ്കൂളിലെത്താൻ ആവശ്യപ്പെട്ടിട്ടുണ്ട്
[5] 50 ശതമാനം അധ്യാപകർ ഒന്നിടവിട്ട ദിവസങ്ങളിലെത്തും","സംസ്ഥാനത്തെ സകൂളുകൾ തുറക്കുന്നതിനെ കുറിച്ച് ആലോചിക്കാൻ മുഖ്യമന്ത്രി പിണറായി വിജയന്റെ അധ്യക്ഷതയിൽ യോഗം ചേരും. 10, 12 ക്ലാസുകളിലെ അധ്യാപകരോട് ഡിസംബർ 17 മുതൽ സ്കൂളിലെത്താൻ ആവശ്യപ്പെട്ടിട്ടുണ്ട്.",,
67079,"[0] ഷാര്‍ജ: വാഹനാപകടത്തില്‍ സാരമായി പരിക്കേറ്റ കാസര്‍കോട് കുമ്പള സ്വദേശി മുഹമ്മദ് സലീമിന് ഷാര്‍ജ സിവില്‍ കോടതി നഷ്ടപരിഹാരമായി വിധിച്ച 66 ലക്ഷം ഇന്ത്യന്‍ രൂപ ( 3,66,450 ദിര്‍ഹം) കൈമാറി
[1] സന്ദര്‍ശന വിസയിലത്തെി ജോലി നോക്കുതിനിടയിലാണ് അപകടമുണ്ടായത്
[2] 2011ല്‍ ഷാര്‍ജയില്‍ വെച്ചാണ് കേസിനാസ്പദമായ സംഭവം നടന്നത്
[3] ഷാര്‍ജ മുന്‍സിപാലിറ്റിയുടെ വാഹനം തട്ടി സലീമിന് സാരമായ പരുക്ക് പറ്റുകയായിരുന്നു
[4] പരുക്കേറ്റ മുഹമ്മദ് സലീമിന്റെ ബന്ധുക്കളും സുഹൃത്തുക്കളും കേസ് നടത്തിപ്പിനായി അലി ഇബ്രാഹീം അഡ്വക്കേറ്റ്‌സിലെ നിയമ പ്രതിനിധി സലാം പാപ്പിനിശ്ശേരിയെ സമീപിക്കുകയായിരുന്നു
[5] തുടര്‍ന്ന് ഷാര്‍ജ സിവില്‍ കോടതിയില്‍ 10 ലക്ഷംദിര്‍ഹം ( രണ്ട് കോടി രൂപ) നഷ്ടപരിഹാരം ആവശ്യപ്പെട്ട് ഖത്തര്‍ ഇന്‍ഷ്വൂറന്‍സ് കമ്പനിയെ പ്രതിയാക്കി കേസ് ഫയല്‍ചെയ്തു
[6] ഇതിലാണ് കോടതി സലീമിന് 66 ലക്ഷം രൂപ നഷ്ട പരിഹാരം വിധിച്ചത്","വാഹനാപകടത്തിൽ സാരമായി പരിക്കേറ്റ കാസർകോട് കുമ്പള സ്വദേശി മുഹമ്മദ് സലീമിന് ഷാർജ സിവിൽ കോടതി നഷ്ടപരിഹാരമായി വിധിച്ച 66 ലക്ഷം ഇന്ത്യൻ രൂപ ( 3,66,450 ദിർഹം) കൈമാറി. തുടർന്ന് ഷാർജ സിവിൽ കോടതിയിൽ 10 ലക്ഷംദിർഹം ( രണ്ട് കോടി രൂപ) നഷ്ടപരിഹാരം ആവശ്യപ്പെട്ട് ഖത്തർ ഇൻഷ്വൂറൻസ് കമ്പനിയെ പ്രതിയാക്കി കേസ് ഫയൽചെയ്തു.",,
64389,"[0] ഉച്ചഭക്ഷണം കഴിയ്ക്കാന്‍ കടയില്‍ നിന്ന് പുറത്തേയ്ക്ക് പോയ യുവാവ് പിന്നീട് കട തുറന്നില്ല
[1] തുടര്‍ന്ന് നടത്തിയ പരിശോധനയിലാണ് കിടപ്പുമുറിയില്‍ തൂങ്ങി മരിച്ച നിലയില്‍ യുവാവിനെ കണ്ടെത്തിയത്
[2] കഴിഞ്ഞ ഫെബ്രുവരിയിലാണ് സിബി അവസാനമായി നാട്ടില്‍ വന്നു പോയത്
[3] ആത്മഹത്യയ്ക്ക് പിന്നിലെ കാരണം വ്യക്തമല്ല
[4] മൃതദേഹം ബഹ്ലയിലെ ആശുപത്രിയില്‍ സൂക്ഷിച്ചിരിയ്ക്കുകയാണ്
[5] വൈകാതെ നാട്ടിലെത്തിയ്ക്കുമെന്നാണ് സൂചന",കഴിയ്ക്കാൻ കടയിൽ നിന്ന് പുറത്തേയ്ക്ക് പോയ യുവാവ് പിന്നീട് കട തുറന്നില്ല. തുടർന്ന് നടത്തിയ പരിശോധനയിലാണ് കിടപ്പുമുറിയിൽ തൂങ്ങി മരിച്ച നിലയിൽ യുവാവിനെ കണ്ടെത്തിയത്.,,
27747,"[0] തിരുവനന്തപുരം∙സംസ്ഥാനത്ത് ഇന്ന് 49,771 പേര്‍ക്ക് കോവിഡ് സ്ഥിരീകരിച്ചു
[1] കഴിഞ്ഞ 24 മണിക്കൂറിനിടെ 1,03,553 സാംപിളുകളാണു പരിശോധിച്ചത്
[2] സംസ്ഥാനത്തെ വിവിധ ജില്ലകളിലായി 4,57,329 പേരാണ് ഇപ്പോള്‍ നിരീക്ഷണത്തിലുള്ളത്
[3] ഇവരില്‍ 4,46,391 പേര്‍ വീട്/ഇന്‍സ്റ്റിറ്റ്യൂഷനല്‍ ക്വാറന്റീനിലും 10,938 പേര്‍ ആശുപത്രികളിലും നിരീക്ഷണത്തിലാണ്
[4] 1346 പേരെയാണു പുതുതായി ആശുപത്രിയില്‍ പ്രവേശിപ്പിച്ചത്
[5] ടെസ്റ്റ് പോസിറ്റിവിറ്റി നിരക്ക് 48.06 ശതമാനം","ഇവരിൽ 4,46,391 പേർ വീട്/ഇൻസ്റ്റിറ്റ്യൂഷനൽ ക്വാറന്റീനിലും 10,938 പേർ ആശുപത്രികളിലും നിരീക്ഷണത്തിലാണ്. കഴിഞ്ഞ 24 മണിക്കൂറിനിടെ 1,03,553 സാംപിളുകളാണു പരിശോധിച്ചത്.",,
36928,"[0] ജീത്തു ജോസഫും ആസിഫ് അലിയും ആദ്യമായി ഒന്നിക്കുന്ന സിനിമയുടെ മോഷൻ പോസ്റ്റർ റിലീസ് ചെയ്തു
[1] ‘കൂമൻ’ എന്നാണ് ചിത്രത്തിന്റെ പേര്
[2] പേര് പോലെ തന്നെ ഏറെ ദുരൂഹത ഉണർത്തുന്ന പോസ്റ്ററാണ് അണിയറ പ്രവർത്തകർ പുറത്തിറക്കിയിരിക്കുന്നത്
[3] കെ.ആർ
[4] കൃഷ്ണകുമാറിന്റേതാണ് തിരക്കഥ
[5] മോഹൻലാൽ–ജീത്തു ജോസഫ് ചിത്രം ട്വെൽത്ത്മാനും തിരക്കഥ എഴുതിയിരിക്കുന്നത് കൃഷ്ണകുമാറിന്റേതാണ്",ജോസഫും ആസിഫ് അലിയും ആദ്യമായി ഒന്നിക്കുന്ന സിനിമയുടെ മോഷൻ പോസ്റ്റർ റിലീസ് ചെയ്തു. പേര് പോലെ തന്നെ ഏറെ ദുരൂഹത ഉണർത്തുന്ന പോസ്റ്ററാണ് അണിയറ പ്രവർത്തകർ പുറത്തിറക്കിയിരിക്കുന്നത്.,,
82023,"[0] കോട്ടയം: കേരള കോണ്‍ഗ്രസ് എം വീണ്ടും രണ്ടായത് അടുത്തിടെയാണ്
[1] ജോസ് കെ മാണിയുടെ നേതൃത്വത്തിലുള്ള ഒരുവിഭാഗം എല്‍ഡിഎഫിലേക്ക് പോയി
[2] പിജെ ജോസഫും കൂട്ടരും യുഡിഎഫിലും നില്‍ക്കുന്നു
[3] ഇരു വിഭാഗം നേതാക്കളും പരസ്പരം ആരോപണങ്ങളും പ്രത്യാരോപണങ്ങളും ഉന്നയിക്കുന്നത് തുടരുകയാണ്
[4] പിജെ ജോസഫ് കേരള കോണ്‍ഗ്രസ് എമ്മിനെ വഞ്ചിച്ചു എന്നാണ് ജോസ് കെ മാണി വിവാദം കത്തി നിന്ന വേളയില്‍ പറഞ്ഞത്
[5] എന്നാല്‍ കഴിഞ്ഞ ദിവസം ഇരുവഭാഗം നേതാക്കളും വീണ്ടും ഒരുമിച്ചു
[6] കോടതിയില്‍ വച്ച്
[7] ജോസ് കെ മാണി ഉണ്ടായിരുന്നില്ല
[8] ആ സംഭവം ഇങ്ങനെ..
[9] കേരള കോണ്‍ഗ്രസ് എം ഒന്നായി നിന്ന വേളയില്‍ കേന്ദ്രസര്‍ക്കാരിനെതിരെ കോട്ടയത്ത് സമരം നടത്തിയുരുന്നു
[10] 2017 ജൂണ്‍ 23നായിരുന്നു സമരം
[11] അന്ന് രാവിലെ കോട്ടയം റെയില്‍വേ സ്‌റ്റേഷനില്‍ ശബരി എക്‌സ്പ്രസ് തടഞ്ഞു
[12] റബ്ബര്‍ കര്‍ഷകരുടെ സംരക്ഷണം ആവശ്യപ്പെട്ടായിരുന്നു സമരം",പിജെ ജോസഫ് കേരള കോൺഗ്രസ് എമ്മിനെ വഞ്ചിച്ചു എന്നാണ് ജോസ് കെ മാണി വിവാദം കത്തി നിന്ന വേളയിൽ പറഞ്ഞത്. ആ സംഭവം ഇങ്ങനെ... കേരള കോൺഗ്രസ് എം ഒന്നായി നിന്ന വേളയിൽ കേന്ദ്രസർക്കാരിനെതിരെ കോട്ടയത്ത് സമരം നടത്തിയുരുന്നു.,,
