Article_ID,Numbered_Source_Text,Original_Abstractive_Summary,Your_Extractive_Labels
68170,"[0] ശ്രീനഗര്‍: കോണ്‍ഗ്രസ് മുക്ത് ഭാരതം എന്ന മുദ്രാവാക്യവുമായി നടക്കുന്ന പാര്‍ട്ടിയാണ് ബി ജെ പി
[1] കേന്ദ്രത്തില്‍ നിന്നും കോണ്‍ഗ്രസിനെ തള്ളി താഴെയിട്ട് ഭരണം പിടിച്ചെടുക്കുകയും ചെയ്തു
[2] അതുകൊണ്ടും കഴിഞ്ഞില്ല, മഹാരാഷ്ട്രയിലും ഹരിയാനയിലും ആസാമിലും വരെ തങ്ങളുടെ മുദ്രാവാക്യം പ്രാവര്‍ത്തികമാക്കാന്‍ പറ്റി
[3] ജമ്മു കാശ്മീരിലും സ്വന്തമായി അധികാരം കിട്ടിയില്ലെങ്കിലും കോണ്‍ഗ്രസിനെ ഭരണത്തില്‍ നിന്നും വീഴ്ത്താന്‍ ബി ജെ പിക്ക് കഴിഞ്ഞു
[4] ഇങ്ങനെയൊക്കെയാണ് കാര്യങ്ങള്‍ എന്നിരിക്കേ, ബി ജെ പി വെബ്‌സൈറ്റില്‍ കോണ്‍ഗ്രസ് നേതാവിന്റെ ചിത്രം വലിയ പ്രാധാന്യത്തോടെ കൊടുത്താല്‍ എങ്ങനെയിരിക്കും
[5] വെബ്‌സൈറ്റ് കണ്ട പാര്‍ട്ടി പ്രവര്‍ത്തകര്‍ അമ്പരക്കാതിരിക്കുമോ
[6] ജമ്മു കാശ്മീരിലാണ് ബി ജെ പി സംസ്ഥാന ഘടകത്തിന് ഇങ്ങനെ ഒരു അബദ്ധം പറ്റിയത്
[7] പണി പറ്റിച്ചതോ പാര്‍ട്ടിയുടെ ഇന്‍ഫര്‍മേഷന്‍ ആന്‍ഡ് ടെക്‌നോളജി അഥവാ ഐ ടി സെല്ലും","ഇങ്ങനെയൊക്കെയാണ് കാര്യങ്ങൾ എന്നിരിക്കേ, ബി ജെ പി വെബ്സൈറ്റിൽ കോൺഗ്രസ് നേതാവിന്റെ ചിത്രം വലിയ പ്രാധാന്യത്തോടെ കൊടുത്താൽ എങ്ങനെയിരിക്കും. ജമ്മു കാശ്മീരിലും സ്വന്തമായി അധികാരം കിട്ടിയില്ലെങ്കിലും കോൺഗ്രസിനെ ഭരണത്തിൽ നിന്നും വീഴ്ത്താൻ ബി ജെ പിക്ക് കഴിഞ്ഞു.","0, 1, 2"
12270,"[0] കൊച്ചി ∙ പതിനഞ്ചാം കേരള നിയമസഭയിൽ ആംഗ്ലോ ഇന്ത്യൻ പ്രതിനിധി ഉണ്ടാകുമോ? നിലവിലെ സാഹചര്യത്തിൽ ഉത്തരം ‘ഇല്ല’ എന്നുതന്നെ
[1] എന്തുകൊണ്ട് ഇല്ല? ഭരണഘടന പ്രകാരം ആംഗ്ലോ ഇന്ത്യൻ സമുദായക്കാരായ 2 പേരെ രാഷ്ട്രപതിക്കു ലോക്സഭാംഗങ്ങളായി നാമനിർദേശം ചെയ്യാമായിരുന്നു
[2] ഗവർണർക്ക് തന്റെ ചുമതലയിലുള്ള സംസ്ഥാനത്തെ നിയമസഭയിലേക്ക് ആംഗ്ലോ ഇന്ത്യൻ സമുദായത്തിൽനിന്ന് ഒരാളെ നാമനിർദേശം ചെയ്യാനും സാധിക്കുമായിരുന്നു
[3] രണ്ടും പഴങ്കഥയായിക്കഴിഞ്ഞു
[4] 2019 അവസാനം പാർലമെന്റ് പാസ്സാക്കിയ ഭരണഘടനയുടെ 126–ാം ഭേദഗതിയാണ് ആംഗ്ലോ ഇന്ത്യൻ നാമനിർദേശങ്ങൾ പഴങ്കഥയാക്കിയത്
[5] എന്നാൽ, നിയമസഭകളിലേക്കും പാർലമെന്റിലേക്കുമുള്ള പട്ടികവിഭാഗക്കാരുടെ നാമനിർദേശവും സംവരണവും 2030 ജനുവരി 25 വരെ ദീർഘിപ്പിക്കുകയും ചെയ്തു","എന്നാൽ, നിയമസഭകളിലേക്കും പാർലമെന്റിലേക്കുമുള്ള പട്ടികവിഭാഗക്കാരുടെ നാമനിർദേശവും സംവരണവും 2030 ജനുവരി 25 വരെ ദീർഘിപ്പിക്കുകയും ചെയ്തു. 2019 അവസാനം പാർലമെന്റ് പാസ്സാക്കിയ ഭരണഘടനയുടെ 126-ാം ഭേദഗതിയാണ് ആംഗ്ലോ ഇന്ത്യൻ നാമനിർദേശങ്ങൾ പഴങ്കഥയാക്കിയത്.","0, 4, 5"
47063,"[0] തിരുവനന്തപുരം: സംസ്ഥാന സര്‍ക്കാര്‍ പുറത്തിറക്കിയ ധവളപത്രത്തിലെ നികുതി നിര്‍ദേശങ്ങള്‍ സംസ്ഥാനത്ത് നടപ്പാക്കാനാവില്ലെന്ന് മുന്‍ ധനമന്ത്രി ടി
[1] ശിവദാസമേനോന്‍
[2] സര്‍വമേഖലകളിലും മരവിപ്പ് വരുത്തി ധനസ്ഥിതി മെച്ചപ്പെടുത്താന്‍ കഴിയില്ലെന്ന് മേനോന്‍ ചൂണ്ടിക്കാട്ടി
[3] ജൂണ്‍ 20 ബുധനാഴ്ച തിരുവനന്തപുരത്ത് കേരളാ പത്രപ്രവര്‍ത്തക യൂണിയന്‍ സംഘടിപ്പിച്ച മീറ്റ് ദി പ്രസില്‍ പങ്കെടുക്കുകയായിരുന്നു മേനോന്‍
[4] ധവളപത്രത്തിലെ നിര്‍ദേശപ്രകാരം വൈദ്യുതി നിരക്ക് വര്‍ധിപ്പിച്ചാല്‍ കേരളത്തിലെ വ്യവസായങ്ങള്‍ പൂട്ടും
[5] തൊഴിലാളികള്‍ വഴിയാധാരമാകും",ജൂൺ 20 ബുധനാഴ്ച തിരുവനന്തപുരത്ത് കേരളാ പത്രപ്രവർത്തക യൂണിയൻ സംഘടിപ്പിച്ച മീറ്റ് ദി പ്രസിൽ പങ്കെടുക്കുകയായിരുന്നു മേനോൻ. സംസ്ഥാന സർക്കാർ പുറത്തിറക്കിയ ധവളപത്രത്തിലെ നികുതി നിർദേശങ്ങൾ സംസ്ഥാനത്ത് നടപ്പാക്കാനാവില്ലെന്ന് മുൻ ധനമന്ത്രി ടി.,"0, 1, 3"
37631,"[0] മഹേഷ് ബാബു നായകനായി എത്തുന്ന ആക്‌ഷൻ ചിത്രം സർകാരു വാരി പാട്ടയുടെ ട്രെയിലർ എത്തി
[1] പരശുറാം സംവിധാനം ചെയ്യുന്ന സിനിമയില്‍ കീർത്തി സുരേഷ് ആണ് നായിക
[2] സമുദ്രക്കനി, വെണ്ണെല കിഷോർ, സുബ്ബരാജു എന്നിവരാണ് മറ്റ് താരങ്ങൾ
[3] എസ്
[4] തമൻ സംഗീതം നിർവഹിക്കുന്ന ചിത്രത്തിലെ ഗാനങ്ങൾ സമൂഹമാധ്യമങ്ങളിൽ തരംഗമായിരുന്നു","ബാബു നായകനായി എത്തുന്ന ആക്ഷൻ ചിത്രം സർകാരു വാരി പാട്ടയുടെ ട്രെയിലർ എത്തി. സമുദ്രക്കനി, വെണ്ണെല കിഷോർ, സുബ്ബരാജു എന്നിവരാണ് മറ്റ് താരങ്ങൾ.","0, 1, 2"
6718,"[0] മലപ്പുറം∙ വളാഞ്ചേരിയില്‍ ദേവിക എന്ന പെണ്‍കുട്ടി തീ കൊളുത്തി മരിച്ച നിലയില്‍ കാണപ്പെട്ട സംഭവം ക്രൈം ബ്രാഞ്ച് അന്വേഷിക്കും
[1] ഇതിനായി പ്രത്യേക അന്വേഷണസംഘത്തിന് രൂപം നല്‍കും
[2] സംസ്ഥാന പോലീസ് മേധാവി ലോക്നാഥ് ബെഹ്റയാണ് ഇക്കാര്യം അറിയിച്ചത്
[3] മലപ്പുറം ക്രൈം ബ്രാഞ്ച് എസ്പി കെ.വി
[4] സന്തോഷിന്‍റെ നേതൃത്വത്തിലായിരിക്കും അന്വേഷണം",വളാഞ്ചേരിയിൽ ദേവിക എന്ന പെൺകുട്ടി തീ കൊളുത്തി മരിച്ച നിലയിൽ കാണപ്പെട്ട സംഭവം ക്രൈം ബ്രാഞ്ച് അന്വേഷിക്കും. സംസ്ഥാന പോലീസ് മേധാവി ലോക്നാഥ് ബെഹ്റയാണ് ഇക്കാര്യം അറിയിച്ചത്.,"0, 1, 2"
87310,"[0] കാസര്‍കോട്: നിയമസഭ തിരഞ്ഞെടുപ്പ് ഫലം പുറത്തുവന്ന് കുറച്ച് ദിവസങ്ങള്‍ക്ക് ശേഷമാണ് നാമനിര്‍ദ്ദേശ പത്രിക പിന്‍വലിക്കാന്‍ മഞ്ചേശ്വരത്തെ എതിര്‍ സ്ഥാനാര്‍ത്ഥിക്ക് കോഴ നല്‍കിയതുമായി ബന്ധപ്പെട്ട വാര്‍ത്തകള്‍ പുറത്തുവന്നത്
[1] മഞ്ചേശ്വരത്ത് ബിജെപി സ്ഥാനാര്‍ത്ഥിയായ മത്സരിച്ച കെ സുരേന്ദ്രന് വേണ്ടിയാണ് പത്രിക പിന്‍വലിക്കാന്‍ ആവശ്യപ്പെട്ടത്
[2] യുവമോര്‍ച്ചയുടെ മുന്‍ സംസ്ഥാന ട്രഷററും കെ സുരേന്ദ്രന്‍ അടുത്ത ആളുമായ സുനില്‍ നായിക്കാണ് സുന്ദരയ്ക്ക് കോഴ നല്‍കിയതെന്നാണ് പുറത്തുവന്ന വാര്‍ത്തകള്‍
[3] കൂടാതെ സുനില്‍ നായിക് ആണ് തനിക്ക് വീട്ടിലെത്തി പണം കൈമാറിയത് എന്ന് കെ സുന്ദരയുടെ മാതാവായ ബേഡ്ജി അന്വേഷണ സംഘത്തോട് വ്യക്തമാക്കിയിരുന്നു
[4] പണം കൈമാറുമ്പോള്‍ സുന്ദരയുടെ സഹോദരിയുടെ മകന്റെ ഭാര്യ അനുശ്രീയും വീട്ടിലുണ്ടായിരുന്നു
[5] അവരും ഇക്കാര്യം അന്വേഷണ സംഘത്തോട് സ്ഥിരീകരിച്ചിട്ടുണ്ട്
[6] സംഭവവുമായി ബന്ധപ്പെട്ട് കെ സുരേന്ദ്രനെ അന്വേഷണ സംഘം ചോദ്യം ചെയ്തിരുന്നു",നിയമസഭ തിരഞ്ഞെടുപ്പ് ഫലം പുറത്തുവന്ന് കുറച്ച് ദിവസങ്ങൾക്ക് ശേഷമാണ് നാമനിർദ്ദേശ പത്രിക പിൻവലിക്കാൻ മഞ്ചേശ്വരത്തെ എതിർ സ്ഥാനാർത്ഥിക്ക് കോഴ നൽകിയതുമായി ബന്ധപ്പെട്ട വാർത്തകൾ പുറത്തുവന്നത്. യുവമോർച്ചയുടെ മുൻ സംസ്ഥാന ട്രഷററും കെ സുരേന്ദ്രൻ അടുത്ത ആളുമായ സുനിൽ നായിക്കാണ് സുന്ദരയ്ക്ക് കോഴ നൽകിയതെന്നാണ് പുറത്തുവന്ന വാർത്തകൾ.,"0, 1, 2"
85505,"[0] ബോർഡർ സെക്യൂരിറ്റി ഫോഴ്സിൽ (ബിഎസ്‌എഫ്) അവസരം
[1] സ്പെഷലിസ്റ്റ് ഡോക്ടർ, ജനറൽ ഡ്യൂട്ടി മെഡിക്കൽ ഓഫിസർ എന്നീ തസ്തികയിലേക്കാണ് അവസരം
[2] ജൂൺ 21 മുതൽ 30 വരെ വോക് ഇൻ ഇന്റർവ്യൂ നടത്തുന്നു
[3] 89 ഒഴിവുകളിൽ കരാർ നിയമനമാണ്
[4] ജനറൽ ഡ്യൂട്ടി മെഡിക്കൽ ഓഫിസർ (62): എംബിബിഎസ്, ഇന്റേൺഷിപ്
[5] ശമ്പളം: 75,000 രൂപ","ജനറൽ ഡ്യൂട്ടി മെഡിക്കൽ ഓഫിസർ (62): എംബിബിഎസ്, ഇന്റേൺഷിപ്. സ്പെഷലിസ്റ്റ് ഡോക്ടർ, ജനറൽ ഡ്യൂട്ടി മെഡിക്കൽ ഓഫിസർ എന്നീ തസ്തികയിലേക്കാണ് അവസരം.","0, 1, 4"
78214,"[0] വാഷിങ്ടണ്‍: സൈനിക കമാന്റര്‍ ഖാസിം സുലൈമാനിയെ വധിച്ചതിന് പിന്നാലെ പ്രതികാര നടപടിയുമായി വീണ്ടും അമേരിക്ക
[1] ഇറാന്‍ വിദേശകാര്യമന്ത്രി ജവാദ് സരീഫിന് അമേരിക്ക വിസ നിഷേധിച്ചു
[2] ഐക്യരാഷ്ട്രസഭ രക്ഷാ സമിതിയില്‍ പങ്കെടുക്കുന്നതിന് വ്യാഴാഴ്ച ന്യൂയോര്‍ക്കിലെത്തണമായിരുന്നു സരീഫിന്
[3] എന്നാല്‍ പുതിയ പശ്ചാത്തലത്തില്‍ അമേരിക്ക വിസ നല്‍കിയില്ല
[4] അമേരിക്കന്‍ ഉദ്യോഗസ്ഥര്‍ തന്നെയാണ് ഇക്കാര്യം അറിയിച്ചത്
[5] 1947ലെ ഐക്യരാഷ്ട്രസഭാ ആസ്ഥാന കരാര്‍ പ്രകാരം വിദേശ പ്രതിനിധികള്‍ക്ക് അമേരിക്ക വിസ നല്‍കല്‍ നിര്‍ബന്ധമാണ്
[6] ഈ ചട്ടം ലഘിച്ചാണ് ഇറാന്‍ മന്ത്രിക്ക് വിസ നിഷേധിച്ചത്
[7] സുരക്ഷ, വിദേശനയം എന്നിവ പരിഗണിച്ചാണ് പുതിയ തീരുമാനം എടുത്തതെന്ന് അമേരിക്കന്‍ ഉദ്യോഗസ്ഥര്‍ പറയുന്നു..","സുരക്ഷ, വിദേശനയം എന്നിവ പരിഗണിച്ചാണ് പുതിയ തീരുമാനം എടുത്തതെന്ന് അമേരിക്കൻ ഉദ്യോഗസ്ഥർ പറയുന്നു... 1947ലെ ഐക്യരാഷ്ട്രസഭാ ആസ്ഥാന കരാർ പ്രകാരം വിദേശ പ്രതിനിധികൾക്ക് അമേരിക്ക വിസ നൽകൽ നിർബന്ധമാണ്.","0, 1, 5"
78841,"[0] മലപ്പുറം: ജില്ലയില്‍ കൊറോണ രോഗികളുടെ എണ്ണത്തില്‍ വര്‍ധനവുണ്ടാകുന്നത് ആശങ്കയ്ക്ക് ഇടയാക്കുന്നു
[1] വിദേശത്ത് നിന്നും ഇതര സംസ്ഥാനങ്ങളില്‍ നിന്നും എത്തിയവര്‍ക്കാണ് മലപ്പുറം ജില്ലയില്‍ കഴിഞ്ഞ ദിവസങ്ങളില്‍ കൊറോണ രോഗം കണ്ടത്
[2] വിദേശത്ത് നിന്ന് എത്തുന്നവരെ നേരിട്ട് ക്വാറന്റൈന്‍ കേന്ദ്രത്തിലേക്ക് മാറ്റുന്നതിനാല്‍ ഇവരുടെ കാര്യത്തില്‍ ആശങ്ക കുറവാണ്
[3] എന്നാല്‍ ഇതര സംസ്ഥാനങ്ങളില്‍ നിന്നെത്തുവര്‍ വഴി കൂടുതല്‍ പേര്‍ക്ക് രോഗ ബാധിക്കുമോ എന്ന ആശങ്കയാണ് പൊതു ജനങ്ങള്‍ പങ്കുവയ്ക്കുന്നത്
[4] മാത്രമല്ല, ഇതര സംസ്ഥാനങ്ങളില്‍ നിന്നെത്തുന്ന ചരക്ക് ലോറികളിലുള്ളവര്‍ വഴിയും രോഗം വ്യാപിക്കുമോ എന്ന ആശങ്കയുണ്ട്
[5] ജില്ലയില്‍ ഇപ്പോള്‍ 15 പേര്‍ക്കാണ് കൊറോണ രോഗമുള്ളത്
[6] എല്ലാവരും മഞ്ചേരിയിലെ മെഡിക്കല്‍ കോളജില്‍ ചികില്‍സയിലാണ്
[7] ഇതില്‍ ഇതര സംസ്ഥാനങ്ങളില്‍ നിന്നെത്തിയ ആറ് പേര്‍ക്ക് ആദ്യം രോഗ ലക്ഷണം കാണിച്ചിരുന്നില്ല
[8] ഇവര്‍ വീടുകളില്‍ ക്വാറന്റൈനിലായിരുന്നു
[9] പിന്നീടാണ് രോഗ ലക്ഷണം കണ്ടത്
[10] ഇതോടെ മെഡിക്കല്‍ കോളജിലേക്ക് മാറ്റുകയായിരുന്നു
[11] അനാവശ്യ ആശങ്ക വേണ്ടെന്നും കൃത്യമായ പരിശോധന നടത്തുന്നുണ്ടെന്നും ആരോഗ്യ വകുപ്പ് ഉദ്യോഗസ്ഥര്‍ പറയുന്നു","എന്നാൽ ഇതര സംസ്ഥാനങ്ങളിൽ നിന്നെത്തുവർ വഴി കൂടുതൽ പേർക്ക് രോഗ ബാധിക്കുമോ എന്ന ആശങ്കയാണ് പൊതു ജനങ്ങൾ പങ്കുവയ്ക്കുന്നത്. മാത്രമല്ല, ഇതര സംസ്ഥാനങ്ങളിൽ നിന്നെത്തുന്ന ചരക്ക് ലോറികളിലുള്ളവർ വഴിയും രോഗം വ്യാപിക്കുമോ എന്ന ആശങ്കയുണ്ട്.","0, 1, 2"
85983,"[0] ഇസ്ലാമാബാദ്: പാകിസ്താനില്‍ വന്‍ അപകടം
[1] രണ്ട് ട്രെയിനുകള്‍ കൂട്ടിയിടിച്ചു
[2] 30 പേര്‍ മരിക്കുകയും നിരവധി പേര്‍ക്ക് പരിക്കേല്‍ക്കുകയും ചെയ്തു
[3] പരിക്കേറ്റ പലരുടെയും നില ഗുരുതരമായതിനാല്‍ മരണ സംഖ്യ കൂടിയേക്കുമെന്നാണ് റിപ്പോര്‍ട്ടുകള്‍
[4] സിന്ധ് പ്രവിശ്യയിലെ റേട്ടി, ദഹര്‍കി റെയില്‍വേ സ്റ്റേഷനുകള്‍ക്കിടയിലാണ് ട്രെയിനുകള്‍ കൂട്ടിയിടിച്ചത്
[5] സര്‍ സയ്യിദ് എക്‌സ്പ്രസും മില്ലന്റ് എക്‌സ്പ്രസുമാണ് അപകടത്തില്‍പ്പെട്ടത്
[6] തിങ്കളാഴ്ച രാവിലെയാണ് അപകടമുണ്ടായത്
[7] ലാഹോറില്‍ നിന്ന് കറാച്ചിയിലേക്ക് പോകുകയായിരുന്നു സര്‍ സയ്യിദ് എക്‌സ്പ്രസ്
[8] കറാച്ചിയില്‍ നിന്ന് സര്‍ഗോധയിലേക്ക് പോകുകയായിരുന്നു മില്ലന്റ് എക്‌സ്പ്രസ്
[9] കൂട്ടിയിടിച്ചതിനെ തുടര്‍ന്ന് ട്രെയിനുകള്‍ പാളം തെറ്റി
[10] മില്ലന്റ് എക്‌സ്പ്രസിന്റെ ബോഗികള്‍ തലകീഴായി മറിഞ്ഞു
[11] 14 ബോഗികള്‍ പാളംതെറ്റിയെന്നും എട്ട് ബോഗികള്‍ പൂര്‍ണമായും തകര്‍ന്നു എന്നും ഗോത്കി ഡെപ്യൂട്ടി കമ്മീഷണര്‍ ഉസമാന്‍ അബ്ദുല്ല ജിയോ ന്യൂസിനോട് പറഞ്ഞു","14 ബോഗികൾ പാളംതെറ്റിയെന്നും എട്ട് ബോഗികൾ പൂർണമായും തകർന്നു എന്നും ഗോത്കി ഡെപ്യൂട്ടി കമ്മീഷണർ ഉസമാൻ അബ്ദുല്ല ജിയോ ന്യൂസിനോട് പറഞ്ഞു. സിന്ധ് പ്രവിശ്യയിലെ റേട്ടി, ദഹർകി റെയിൽവേ സ്റ്റേഷനുകൾക്കിടയിലാണ് ട്രെയിനുകൾ കൂട്ടിയിടിച്ചത്.","0, 1, 11"
58430,"[0] ബ്രിട്ടനിലെ നഗരങ്ങള്‍ക്ക് അനുകരിക്കാവുന്ന, ഉള്ളതുകൊണ്ടു ജീവിക്കുന്നതിന്റെ ഉദാത്ത മാതൃകയാണ് ധാരാവിയെന്ന് അദ്ദേഹം പറയുന്നു
[1] ഹാര്‍മണി എന്ന പേരില്‍ പ്രസിദ്ധീകരിക്കുന്ന പുസ്തകത്തില്‍ ധാരാവിയെക്കുറിച്ച് ചാള്‍സ് എഴുതിയിട്ടുണ്ട്
[2] ഏതു പാശ്ചാത്യ നഗരത്തെക്കാളും സുസംഘടിതമാണ് ധാരാവിയിലെ ജീവിതം
[3] ചേരിനിവാസികള്‍ എല്ലാവരും ഒത്തുപോകാവുന്ന ജീവിതരീതി സ്വയം സ്വീകരിക്കുന്നു
[4] പ്ലാസ്റ്റിക്കിന്റെയും ചപ്പുചവറുകളുടെയും വലിയൊരു കൂനയാണെന്ന് ധാരാവി പുറത്തുനിന്നും കണ്ടാല്‍ത്തോന്നും","നഗരങ്ങൾക്ക് അനുകരിക്കാവുന്ന, ഉള്ളതുകൊണ്ടു ജീവിക്കുന്നതിന്റെ ഉദാത്ത മാതൃകയാണ് ധാരാവിയെന്ന് അദ്ദേഹം പറയുന്നു. ഹാർമണി എന്ന പേരിൽ പ്രസിദ്ധീകരിക്കുന്ന പുസ്തകത്തിൽ ധാരാവിയെക്കുറിച്ച് ചാൾസ് എഴുതിയിട്ടുണ്ട്.","0, 1, 2"
88506,"[0] തിരുവനന്തപുരം: സംസ്ഥാനത്ത് ഒമൈക്രോണ്‍ വര്‍ധിക്കുന്ന സാഹചര്യത്തില്‍ ഏര്‍പ്പെടുത്തിയ രാത്രി കര്‍ഫ്യു ഇന്ന് അവസാനിക്കും
[1] രാത്രി 10 മുതല്‍ പുലര്‍ച്ചെ അഞ്ച് വരെയാണ് സംസ്ഥാനത്ത് നിയന്ത്രണം ഏര്‍പ്പെടുത്തിയിരുന്നത്
[2] നിലവിലെ സാഹചര്യത്തില്‍ നിയന്ത്രണം നീട്ടാന്‍ സാധ്യതയില്ലെന്ന് ഉന്നത വൃത്തങ്ങളില്‍ നിന്ന് ലഭിക്കുന്ന വിവരം
[3] പുതുവത്സര അവധിയോട് അനുബന്ധിച്ച് ജനങ്ങള്‍ കൂട്ടത്തോടെ പുറത്തിറങ്ങുന്നത് തടയുകയായിരുന്നു രാത്രികാല നിയന്ത്രണത്തിലൂടെ സര്‍ക്കാര്‍ ലക്ഷ്യമിട്ടത്
[4] നിയന്ത്രണം തുടരുന്ന കാര്യം അടുത്തദിവസം മുഖ്യമന്ത്രിയുടെ അധ്യക്ഷതയില്‍ ചേരുന്ന കോവിഡ് അവലോകന യോഗത്തില്‍ തീരുമാനിക്കുമെന്നാണ് അധികൃതര്‍ അറിയിക്കുന്നത്",നിയന്ത്രണം തുടരുന്ന കാര്യം അടുത്തദിവസം മുഖ്യമന്ത്രിയുടെ അധ്യക്ഷതയിൽ ചേരുന്ന കോവിഡ് അവലോകന യോഗത്തിൽ തീരുമാനിക്കുമെന്നാണ് അധികൃതർ അറിയിക്കുന്നത്. പുതുവത്സര അവധിയോട് അനുബന്ധിച്ച് ജനങ്ങൾ കൂട്ടത്തോടെ പുറത്തിറങ്ങുന്നത് തടയുകയായിരുന്നു രാത്രികാല നിയന്ത്രണത്തിലൂടെ സർക്കാർ ലക്ഷ്യമിട്ടത്.,"0, 1, 2"
83051,"[0] കോഴിക്കോട്: ജില്ലയില്‍ ഇന്ന് 469 പോസിറ്റീവ് കേസുകള്‍ കൂടി റിപ്പോര്‍ട്ട് ചെയ്തതായി ജില്ലാ മെഡിക്കല്‍ ഓഫീസര്‍ അറിയിച്ചു
[1] വിദേശത്ത് നിന്ന് എത്തിയ ഒരാള്‍ക്കും ഇതര സംസ്ഥാനങ്ങളില്‍ നിന്ന് എത്തിയവരില്‍ 18 പേര്‍ക്കുമാണ് പോസിറ്റീവായത്
[2] ഒന്‍പത് പേരുടെ ഉറവിടം വ്യക്തമല്ല
[3] സമ്പര്‍ക്കം വഴി 441 പേര്‍ക്കാണ് രോഗം ബാധിച്ചത്
[4] 4965 പേരെ പരിശോധനക്ക് വിധേയരാക്കി
[5] 9.44 ശതമാനമാണ് ടെസ്റ്റ് പോസിറ്റിവിറ്റി നിരക്ക്
[6] ജില്ലയിലെ കോവിഡ് ആശുപത്രികള്‍, എഫ്.എല്‍.ടി.സികള്‍ എന്നിവിടങ്ങളില്‍ ചികിത്സയിലായിരുന്ന 574 പേര്‍ കൂടി രോഗമുക്തിനേടി ആശുപത്രി വിട്ടു.പുതുതായി വന്ന 1548 പേര്‍ ഉള്‍പ്പെടെ ജില്ലയില്‍ 21136 പേരാണ് നിരീക്ഷണത്തിലുള്ളത്
[7] ഇതുവരെ 2,34,231 പേര്‍ നിരീക്ഷണം പൂര്‍ത്തിയാക്കി
[8] വിദേശത്ത് നിന്ന് എത്തിയവര്‍ - 1","ജില്ലയിലെ കോവിഡ് ആശുപത്രികൾ, എഫ്.എൽ.ടി.സികൾ എന്നിവിടങ്ങളിൽ ചികിത്സയിലായിരുന്ന 574 പേർ കൂടി രോഗമുക്തിനേടി ആശുപത്രി വിട്ടു.പുതുതായി വന്ന 1548 പേർ ഉൾപ്പെടെ ജില്ലയിൽ 21136 പേരാണ് നിരീക്ഷണത്തിലുള്ളത്. ജില്ലയിൽ ഇന്ന് 469 പോസിറ്റീവ് കേസുകൾ കൂടി റിപ്പോർട്ട് ചെയ്തതായി ജില്ലാ മെഡിക്കൽ ഓഫീസർ അറിയിച്ചു.","0, 1, 6"
40459,"[0] ഞാൻ ഗൾഫിൽ ജോലി ചെയ്യുന്ന ഒരു യുവാവാണ്
[1] നാട്ടിൽ വച്ച് എനിക്ക് ഇടയ്ക്കിടെ ടോൺസിൽസിന്റെ അസുഖം ഉണ്ടായിരുന്നു
[2] ഇപ്പോൾ ഇവിടെ വന്നിട്ടും അസുഖം തുടരുന്നു
[3] മനോരമ വാരികയില്‍ മുൻപ് താങ്കൾ എഴുതിയിരുന്ന കുറിപ്പ് പ്രകാരം ഭക്ഷണശേഷം ചെറുചൂടുവെള്ളത്തിൽ ഉപ്പിട്ട് തൊണ്ട വൃത്തിയാക്കുകയും കൂടാതെ രാവിലെയും വൈകിട്ടും പല്ല് തേക്കാറുമുണ്ട്
[4] ഇവിടെ മുറിയിലും കടയിലും എല്ലാം എസി ഉപയോഗിക്കുന്നതു കാരണം രാവിലെ ഉണരുമ്പോൾ തൊണ്ടവേദനയാണ്
[5] എനിക്ക് സ്വന്തമായി എസി ഓഫ് ചെയ്യാൻ പറ്റുകയില്ല
[6] കഴുത്തിൽ തുണി ചുറ്റിയാണ് കിടക്കുന്നത്
[7] അതുകൊണ്ടും ഗുണമില്ല
[8] സ്വൽപം കേൾവിക്കുറവും അനുഭവപ്പെടുന്നുണ്ട്
[9] ഇതിന് ഒരു പ്രതിവിധി പറഞ്ഞു തന്ന് സഹായിക്കണം",മനോരമ വാരികയിൽ മുൻപ് താങ്കൾ എഴുതിയിരുന്ന കുറിപ്പ് പ്രകാരം ഭക്ഷണശേഷം ചെറുചൂടുവെള്ളത്തിൽ ഉപ്പിട്ട് തൊണ്ട വൃത്തിയാക്കുകയും കൂടാതെ രാവിലെയും വൈകിട്ടും പല്ല് തേക്കാറുമുണ്ട്. ഇവിടെ മുറിയിലും കടയിലും എല്ലാം എസി ഉപയോഗിക്കുന്നതു കാരണം രാവിലെ ഉണരുമ്പോൾ തൊണ്ടവേദനയാണ്.,"0, 1, 2"
