sentence,label,Article_ID,Sentence_Index,Total_Sentences,Role,Specificity_Score,Conditional_Future,Privacy_Security,Public_Impact
ബസ് സ്റ്റോപ്പുകളിൽ സമയക്രമം പ്രദർശിപ്പിക്കുന്ന ഡിജിറ്റൽ ബോർഡുകളും സ്ഥാപിക്കും.,0,ART_0459,4,16,GENERAL_DETAIL,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0459,5,16,GENERAL_DETAIL,0,0,0,0
ഡ്രൈവർമാർക്കും കണ്ടക്ടർമാർക്കും പ്രത്യേക പരിശീലനം നൽകിയതായി ഉദ്യോഗസ്ഥർ അറിയിച്ചു.,0,ART_0459,6,16,IMPLEMENTATION_DETAIL,0,0,0,0
പദ്ധതിയുടെ ഭാഗമായി പഴയ ഡീസൽ ബസുകൾ ഘട്ടംഘട്ടമായി പിൻവലിക്കും.,1,ART_0459,7,16,OFFICIAL_RESPONSE,0,0,0,0
ഇന്ധനച്ചെലവ് കുറയ്ക്കാനും വായു മലിനീകരണം നിയന്ത്രിക്കാനും പദ്ധതി സഹായകരമാകുമെന്ന് കൃഷി വകുപ്പ് വ്യക്തമാക്കി.,1,ART_0459,8,16,PURPOSE_GOAL,0,0,0,0
യാത്രക്കാരുടെ പ്രതികരണം വിലയിരുത്തിയ ശേഷം കൂടുതൽ റൂട്ടുകളിലേക്ക് സർവീസ് വ്യാപിപ്പിക്കും.,0,ART_0459,9,16,GENERAL_DETAIL,1,0,0,1
ഗതാഗത വകുപ്പ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0459,10,16,GENERAL_DETAIL,0,0,0,0
പദ്ധതി വിജയകരമായാൽ സമീപ നഗരങ്ങളിലേക്കും സമാന സർവീസുകൾ ആരംഭിക്കാനാണ് തീരുമാനം.,0,ART_0459,11,16,POSSIBLE_FUTURE,0,1,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0459,12,16,GENERAL_DETAIL,0,0,0,0
ആദ്യ ദിവസത്തെ സർവീസുകളിൽ യാത്രക്കാരുടെ പങ്കാളിത്തം തൃപ്തികരമായിരുന്നുവെന്ന് അധികൃതർ വ്യക്തമാക്കി.,0,ART_0459,13,16,GENERAL_DETAIL,0,0,0,1
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0459,14,16,GENERAL_DETAIL,0,0,0,0
വിദ്യാർത്ഥികൾക്കും സ്ഥിരം യാത്രക്കാർക്കും ഇളവുകൾ നൽകുന്നതിനെക്കുറിച്ച് അധികൃതർ ആലോചിക്കുന്നു.,0,ART_0459,15,16,POSSIBLE_FUTURE,0,1,0,0
കൊല്ലം: കുടിവെള്ള ക്ഷാമം പരിഹരിക്കാൻ പുതിയ പൈപ്പ്‌ലൈൻ പദ്ധതി ആരംഭിക്കുമെന്ന് ജല അതോറിറ്റി അറിയിച്ചു.,1,ART_0460,0,13,EVENT,0,0,0,0
"ആദ്യഘട്ടത്തിൽ കട്ടപ്പന, അടിമാലി, മൂന്നാർ പ്രദേശങ്ങളിലെ ഏകദേശം 12 കുടുംബങ്ങൾക്ക് പദ്ധതിയുടെ പ്രയോജനം ലഭിക്കും.",1,ART_0460,1,13,SCALE,4,0,0,0
വേനൽക്കാലത്ത് സ്ഥിരമായ കുടിവെള്ള വിതരണം ഉറപ്പാക്കുകയാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.,1,ART_0460,2,13,PURPOSE_GOAL,0,0,0,0
സാങ്കേതിക തടസ്സങ്ങൾ ഒഴിവാക്കാൻ പ്രത്യേക മേൽനോട്ട സംഘം രൂപീകരിക്കും.,0,ART_0460,3,13,IMPLEMENTATION_DETAIL,0,0,0,0
പ്രവർത്തനങ്ങൾ പൂർത്തിയാകുന്നതുവരെ ടാങ്കർ ലോറികളിലൂടെ വെള്ളം വിതരണം ചെയ്യും.,0,ART_0460,4,13,GENERAL_DETAIL,0,0,0,0
പ്രാദേശിക ജനപ്രതിനിധികളുമായി ആലോചിച്ച ശേഷം അന്തിമ സമയക്രമം പ്രഖ്യാപിക്കും.,0,ART_0460,5,13,GENERAL_DETAIL,0,0,0,0
പഴയ പൈപ്പുകൾ മാറ്റി പുതിയ ഉയർന്ന ശേഷിയുള്ള പൈപ്പുകളാണ് സ്ഥാപിക്കുക.,0,ART_0460,6,13,GENERAL_DETAIL,0,0,0,0
പണി നടക്കുന്നതിനാൽ ചില റോഡുകളിൽ താൽക്കാലിക ഗതാഗത നിയന്ത്രണം ഉണ്ടാകുമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0460,7,13,PUBLIC_IMPACT,0,0,0,0
പദ്ധതിക്കായി 45 കോടി രൂപ അനുവദിച്ചതായി സർക്കാർ വ്യക്തമാക്കി.,1,ART_0460,8,13,BUDGET,3,0,0,0
ജലനഷ്ടം കുറയ്ക്കാൻ മീറ്ററിംഗ് സംവിധാനം ശക്തമാക്കും.,0,ART_0460,9,13,GENERAL_DETAIL,0,0,0,0
നിലവിലെ സംവിധാനവുമായി പുതിയ സംവിധാനം ബന്ധിപ്പിക്കുന്നതിനുള്ള നടപടികൾ പുരോഗമിക്കുകയാണ്.,0,ART_0460,10,13,GENERAL_DETAIL,0,0,0,0
പദ്ധതി വിജയകരമായാൽ സമീപ പഞ്ചായത്തുകളിലേക്കും വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0460,11,13,POSSIBLE_FUTURE,0,1,0,0
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0460,12,13,GENERAL_DETAIL,0,0,0,0
തിരുവനന്തപുരം: സ്കൂൾ പരിസരങ്ങളിലെ റോഡ് സുരക്ഷ മെച്ചപ്പെടുത്താൻ പുതിയ സുരക്ഷാ പദ്ധതി ആരംഭിച്ചു.,1,ART_0461,0,13,EVENT,0,0,0,0
പദ്ധതി വിജയകരമായാൽ കൂടുതൽ സ്കൂളുകളിലേക്ക് വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0461,1,13,POSSIBLE_FUTURE,0,1,0,0
രാവിലെക്കും വൈകിട്ടും പൊലീസ് നിരീക്ഷണം ശക്തമാക്കുമെന്ന് അധികൃതർ പറഞ്ഞു.,0,ART_0461,2,13,GENERAL_DETAIL,0,0,0,0
രക്ഷിതാക്കൾ കുട്ടികളെ റോഡിന്റെ നടുവിൽ ഇറക്കിവിടരുതെന്ന് നിർദേശം നൽകി.,0,ART_0461,3,13,PUBLIC_IMPACT,0,0,0,1
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0461,4,13,GENERAL_DETAIL,0,0,0,0
പദ്ധതിക്കായി 25 കോടി രൂപ വകയിരുത്തിയതായി വിദ്യാഭ്യാസ വകുപ്പ് അറിയിച്ചു.,1,ART_0461,5,13,BUDGET,3,0,0,0
"ആദ്യഘട്ടത്തിൽ പാലാരിവട്ടം, വൈറ്റില, ഇടപ്പള്ളി, കലൂർ മേഖലകളിലെ 40 സ്കൂളുകളിലാണ് പദ്ധതി നടപ്പാക്കുക.",1,ART_0461,6,13,SCALE,3,0,0,0
ജല അതോറിറ്റി ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0461,7,13,GENERAL_DETAIL,0,0,0,0
നിലവിലുള്ള പാർക്കിംഗ് പ്രശ്നങ്ങൾ പരിഹരിക്കാൻ പ്രത്യേക യോഗം ചേരും.,0,ART_0461,8,13,GENERAL_DETAIL,0,0,0,0
സ്കൂൾ പ്രവേശന കവാടങ്ങളിൽ സീബ്രാ ക്രോസിങ്ങും മുന്നറിയിപ്പ് ബോർഡുകളും സ്ഥാപിക്കും.,0,ART_0461,9,13,PUBLIC_IMPACT,0,0,0,1
പൊതുജനങ്ങളിൽ ബോധവൽക്കരണ പരിപാടികൾ നടത്തും.,0,ART_0461,10,13,GENERAL_DETAIL,0,0,0,1
വിദ്യാർത്ഥികളുടെ സുരക്ഷ ഉറപ്പാക്കുകയും സ്കൂൾ സമയത്തെ ഗതാഗത അപകടങ്ങൾ കുറയ്ക്കുകയും ചെയ്യുകയാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.,1,ART_0461,11,13,PURPOSE_GOAL,0,0,0,0
സ്കൂൾ ബസുകൾക്ക് വേഗപരിധി നിർബന്ധമാക്കുകയും ഡ്രൈവർമാർക്ക് പ്രത്യേക പരിശീലനം നൽകുകയും ചെയ്യും.,1,ART_0461,12,13,PUBLIC_IMPACT,0,0,0,0
കണ്ണൂർ: കനത്ത മഴയിൽ കൃഷിനാശം സംഭവിച്ച കർഷകർക്കായി പ്രത്യേക ഇൻഷുറൻസ് സഹായ പദ്ധതി പ്രഖ്യാപിച്ചു.,1,ART_0462,0,15,EVENT,0,0,0,0
വില്ലേജ് ഓഫീസർമാരും കൃഷി ഓഫീസർമാരും ചേർന്ന് നാശനഷ്ടം വിലയിരുത്തും.,0,ART_0462,1,15,GENERAL_DETAIL,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0462,2,15,GENERAL_DETAIL,0,0,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0462,3,15,GENERAL_DETAIL,0,0,0,0
അപേക്ഷയിൽ ഭൂവിവരവും ബാങ്ക് അക്കൗണ്ട് വിവരങ്ങളും ഉൾപ്പെടുത്തണം.,0,ART_0462,4,15,PUBLIC_IMPACT,0,0,0,1
"ആദ്യഘട്ടത്തിൽ പാലാരിവട്ടം, വൈറ്റില, ഇടപ്പള്ളി, കലൂർ പ്രദേശങ്ങളിലെ 15 കർഷകരുടെ അപേക്ഷകൾ പരിഗണിക്കും.",1,ART_0462,5,15,SCALE,3,0,0,1
സഹായത്തിനായി 8 കോടി രൂപയുടെ പ്രത്യേക ഫണ്ട് അനുവദിച്ചതായി കൃഷി വകുപ്പ് അറിയിച്ചു.,1,ART_0462,6,15,BUDGET,3,0,0,0
വൈദ്യുതി വകുപ്പ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0462,7,15,GENERAL_DETAIL,0,0,0,0
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0462,8,15,GENERAL_DETAIL,0,0,0,0
പദ്ധതി വിജയകരമായാൽ മറ്റു ജില്ലകളിലേക്കും വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0462,9,15,POSSIBLE_FUTURE,1,1,0,0
വ്യാജ അപേക്ഷകൾ കണ്ടെത്തിയാൽ നിയമനടപടി സ്വീകരിക്കും.,0,ART_0462,10,15,PUBLIC_IMPACT,0,0,0,1
പരിശോധന പൂർത്തിയാക്കിയ ശേഷം തുക നേരിട്ട് കർഷകരുടെ അക്കൗണ്ടിലേക്ക് നൽകും.,0,ART_0462,11,15,GENERAL_DETAIL,0,0,0,0
കർഷക സംഘടനകൾ സഹായം വേഗത്തിൽ വിതരണം ചെയ്യണമെന്ന് ആവശ്യപ്പെട്ടു.,0,ART_0462,12,15,REACTION_BACKGROUND,0,0,0,1
നാശനഷ്ടം സംഭവിച്ച കർഷകർ അടുത്ത 90 ദിവസത്തിനകം ഓൺലൈൻ വഴി അപേക്ഷ സമർപ്പിക്കണം.,1,ART_0462,13,15,PUBLIC_IMPACT,2,0,0,1
വിളനാശം മൂലമുള്ള സാമ്പത്തിക പ്രതിസന്ധി കുറയ്ക്കുകയും കർഷകർക്ക് വേഗത്തിൽ സഹായം ലഭ്യമാക്കുകയുമാണ് ലക്ഷ്യം.,1,ART_0462,14,15,PURPOSE_GOAL,0,0,0,1
കാസർഗോഡ്: നഗരത്തിലെ പ്രധാന റോഡുകളിൽ സ്ഥാപിക്കുന്ന പുതിയ എഐ ട്രാഫിക് ക്യാമറകൾ അടുത്ത തിങ്കളാഴ്ച മുതൽ പ്രവർത്തനം ആരംഭിക്കും.,1,ART_0463,0,15,EVENT,1,0,0,0
"ആദ്യഘട്ടത്തിൽ പേരൂർക്കട, കഴക്കൂട്ടം, നെയ്യാറ്റിൻകര എന്നിവിടങ്ങളിലായി 25 ക്യാമറകളാണ് സ്ഥാപിച്ചിരിക്കുന്നത്.",1,ART_0463,1,15,SCALE,4,0,0,0
പദ്ധതിക്കായി ആദ്യഘട്ടത്തിൽ 18 കോടി രൂപ അനുവദിച്ചതായി ധനവകുപ്പ് വൃത്തങ്ങൾ അറിയിച്ചു.,1,ART_0463,2,15,BUDGET,4,0,0,0
ക്യാമറകളുടെ പരിപാലനത്തിനായി പ്രത്യേക സാങ്കേതിക സംഘത്തെ നിയോഗിക്കും.,0,ART_0463,3,15,IMPLEMENTATION_DETAIL,1,0,0,0
"റെഡ് സിഗ്നൽ ലംഘനം, അമിതവേഗം, ഹെൽമറ്റ് ഇല്ലാതെ യാത്ര തുടങ്ങിയ നിയമലംഘനങ്ങൾ ക്യാമറകൾ കണ്ടെത്തും.",0,ART_0463,4,15,GENERAL_DETAIL,1,0,0,0
ചില വ്യാപാരികൾ നിരന്തര നിരീക്ഷണം ഉപഭോക്താക്കളുടെ വരവ് കുറയ്ക്കുമെന്ന ആശങ്ക പ്രകടിപ്പിച്ചു.,0,ART_0463,5,15,REACTION_BACKGROUND,0,0,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0463,6,15,GENERAL_DETAIL,0,0,0,0
സ്വകാര്യതയെക്കുറിച്ചുള്ള ആശങ്കകൾ പരിഗണിച്ച് മുഖം തിരിച്ചറിയൽ സംവിധാനം ഉപയോഗിക്കില്ലെന്ന് വൈദ്യുതി വകുപ്പ് വ്യക്തമാക്കി.,1,ART_0463,7,15,PRIVACY_SECURITY,0,0,1,0
ഗതാഗതക്കുരുക്ക് കുറയ്ക്കുകയും അപകടങ്ങൾ നിയന്ത്രിക്കുകയും ചെയ്യുകയാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യമെന്ന് പൊലീസ് അറിയിച്ചു.,1,ART_0463,8,15,PURPOSE_GOAL,0,0,0,0
പദ്ധതി വിജയകരമായാൽ നഗരത്തിലെ മറ്റ് 30 ജംഗ്ഷനുകളിലേക്കും ക്യാമറകൾ വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0463,9,15,POSSIBLE_FUTURE,3,1,0,0
നിയമലംഘനം കണ്ടെത്തിയാൽ വാഹന ഉടമയ്ക്ക് മൊബൈൽ സന്ദേശം വഴിയും ഇ-മെയിൽ വഴിയും അറിയിപ്പ് ലഭിക്കും.,0,ART_0463,10,15,GENERAL_DETAIL,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0463,11,15,GENERAL_DETAIL,0,0,0,0
ആദ്യ രണ്ട് ആഴ്ച ബോധവൽക്കരണ കാലയളവായിരിക്കുമെന്നും ഈ സമയത്ത് പിഴ ഈടാക്കില്ലെന്നും അധികൃതർ വ്യക്തമാക്കി.,0,ART_0463,12,15,GENERAL_DETAIL,0,0,0,1
പദ്ധതിയുടെ പ്രവർത്തനം വിലയിരുത്താൻ മാസംതോറും അവലോകന യോഗം ചേരുമെന്ന് ജില്ലാ ഭരണകൂടം അറിയിച്ചു.,0,ART_0463,13,15,GENERAL_DETAIL,1,0,0,0
സ്കൂൾ മേഖലകളിലും ആശുപത്രി പരിസരങ്ങളിലും പ്രത്യേക നിരീക്ഷണം ഏർപ്പെടുത്തുമെന്ന് പൊലീസ് അറിയിച്ചു.,0,ART_0463,14,15,GENERAL_DETAIL,0,0,0,0
മലപ്പുറം: ഓൺലൈൻ തട്ടിപ്പ് പരാതികൾ വർധിച്ചതിനെ തുടർന്ന് സൈബർ സുരക്ഷാ ബോധവൽക്കരണ കാമ്പയിൻ ആരംഭിച്ചു.,1,ART_0464,0,15,EVENT,0,0,0,0
"അപരിചിതരോട് ഒടിപി, ബാങ്ക് വിവരങ്ങൾ, പാസ്‌വേഡ് എന്നിവ പങ്കിടരുതെന്ന് പൊലീസ് നിർദേശിച്ചു.",1,ART_0464,1,15,PUBLIC_IMPACT,0,0,0,0
സൈബർ തട്ടിപ്പിന് ഇരയായാൽ ഉടൻ 1090 എന്ന ഹെൽപ്‌ലൈൻ നമ്പറിൽ പരാതി നൽകണമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0464,2,15,PUBLIC_IMPACT,3,0,0,1
പരാതി രജിസ്റ്റർ ചെയ്യാൻ ഓൺലൈൻ പോർട്ടലും ഉപയോഗിക്കാമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0464,3,15,GENERAL_DETAIL,0,0,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0464,4,15,GENERAL_DETAIL,0,0,0,0
ബാങ്കുകളുമായി ചേർന്ന് തട്ടിപ്പ് ഇടപാടുകൾ തടയാനുള്ള സംവിധാനം ശക്തമാക്കും.,0,ART_0464,5,15,GENERAL_DETAIL,0,0,0,0
നിലവിലെ സംവിധാനവുമായി പുതിയ സംവിധാനം ബന്ധിപ്പിക്കുന്നതിനുള്ള നടപടികൾ പുരോഗമിക്കുകയാണ്.,0,ART_0464,6,15,GENERAL_DETAIL,0,0,0,0
"ആദ്യഘട്ടത്തിൽ പേരൂർക്കട, കഴക്കൂട്ടം, നെയ്യാറ്റിൻകര മേഖലകളിലെ കോളേജുകൾ, ബാങ്കുകൾ, വ്യാപാരകേന്ദ്രങ്ങൾ എന്നിവിടങ്ങളിലാണ് കാമ്പയിൻ നടത്തുക.",1,ART_0464,7,15,SCALE,1,0,0,0
"വ്യാജ ലിങ്കുകൾ, ഒടിപി തട്ടിപ്പ്, നിക്ഷേപ വാഗ്ദാനങ്ങൾ എന്നിവയെക്കുറിച്ച് പൊതുജനങ്ങളെ മുന്നറിയിപ്പുകൽപ്പിക്കുകയാണ് ലക്ഷ്യം.",1,ART_0464,8,15,PURPOSE_GOAL,0,0,0,1
ബോധവൽക്കരണ പരിപാടികൾ വിജയകരമായാൽ സംസ്ഥാനതലത്തിൽ വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0464,9,15,POSSIBLE_FUTURE,0,1,0,0
സോഷ്യൽ മീഡിയയിലൂടെ ലഭിക്കുന്ന നിക്ഷേപ സന്ദേശങ്ങൾ പരിശോധിക്കാതെ വിശ്വസിക്കരുതെന്ന് മുന്നറിയിപ്പ് നൽകി.,0,ART_0464,10,15,PUBLIC_IMPACT,0,0,0,1
ആരോഗ്യ വകുപ്പ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0464,11,15,GENERAL_DETAIL,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0464,12,15,GENERAL_DETAIL,0,0,0,0
വിദ്യാർത്ഥികൾക്കും മുതിർന്ന പൗരന്മാർക്കും പ്രത്യേക ക്ലാസുകൾ സംഘടിപ്പിക്കും.,0,ART_0464,13,15,GENERAL_DETAIL,0,0,0,0
കഴിഞ്ഞ മാസം മാത്രം ജില്ലയിൽ 10 പരാതികൾ ലഭിച്ചതായി സൈബർ സെൽ വ്യക്തമാക്കി.,0,ART_0464,14,15,GENERAL_DETAIL,3,0,0,0
ഇടുക്കി: നഗരത്തിലെ ഗതാഗതക്കുരുക്ക് കുറയ്ക്കുന്നതിനായി പുതിയ ഇലക്ട്രിക് ബസ് സർവീസുകൾ ആരംഭിച്ചു.,1,ART_0465,0,13,EVENT,0,0,0,0
ഇന്ധനച്ചെലവ് കുറയ്ക്കാനും വായു മലിനീകരണം നിയന്ത്രിക്കാനും പദ്ധതി സഹായകരമാകുമെന്ന് പൊലീസ് വ്യക്തമാക്കി.,1,ART_0465,1,13,PURPOSE_GOAL,0,0,0,0
രാവിലെയും വൈകിട്ടും തിരക്കേറിയ സമയങ്ങളിൽ അധിക സർവീസുകൾ നടത്തുമെന്ന് ഗതാഗത വകുപ്പ് അറിയിച്ചു.,1,ART_0465,2,13,PUBLIC_IMPACT,0,0,0,0
നിലവിലെ സംവിധാനവുമായി പുതിയ സംവിധാനം ബന്ധിപ്പിക്കുന്നതിനുള്ള നടപടികൾ പുരോഗമിക്കുകയാണ്.,0,ART_0465,3,13,GENERAL_DETAIL,0,0,0,0
ആദ്യ ദിവസത്തെ സർവീസുകളിൽ യാത്രക്കാരുടെ പങ്കാളിത്തം തൃപ്തികരമായിരുന്നുവെന്ന് അധികൃതർ വ്യക്തമാക്കി.,0,ART_0465,4,13,GENERAL_DETAIL,0,0,0,1
വിദ്യാർത്ഥികൾക്കും സ്ഥിരം യാത്രക്കാർക്കും ഇളവുകൾ നൽകുന്നതിനെക്കുറിച്ച് അധികൃതർ ആലോചിക്കുന്നു.,0,ART_0465,5,13,POSSIBLE_FUTURE,0,1,0,0
"പുതിയ ബസുകളിൽ ജിപിഎസ് സംവിധാനം, സിസിടിവി ക്യാമറ, ഡിജിറ്റൽ ടിക്കറ്റ് സൗകര്യം എന്നിവ ഒരുക്കിയിട്ടുണ്ട്.",0,ART_0465,6,13,GENERAL_DETAIL,1,0,0,0
ആദ്യഘട്ടത്തിൽ പ്രധാനപ്പെട്ട 15 റൂട്ടുകളിലാണ് ബസുകൾ ഓടിത്തുടങ്ങിയത്.,1,ART_0465,7,13,SCALE,4,0,0,0
പദ്ധതിയുടെ ഭാഗമായി പഴയ ഡീസൽ ബസുകൾ ഘട്ടംഘട്ടമായി പിൻവലിക്കും.,1,ART_0465,8,13,OFFICIAL_RESPONSE,0,0,0,0
ഡ്രൈവർമാർക്കും കണ്ടക്ടർമാർക്കും പ്രത്യേക പരിശീലനം നൽകിയതായി ഉദ്യോഗസ്ഥർ അറിയിച്ചു.,0,ART_0465,9,13,IMPLEMENTATION_DETAIL,0,0,0,0
പൊലീസ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0465,10,13,GENERAL_DETAIL,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0465,11,13,GENERAL_DETAIL,0,0,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0465,12,13,GENERAL_DETAIL,0,0,0,0
തിരുവനന്തപുരം: തുടർച്ചയായ മഴയെ തുടർന്ന് ജില്ലയിലെ പ്രധാന ജലാശയങ്ങളിലെ ജലനിരപ്പ് ഉയരുന്നു.,1,ART_0466,0,14,EVENT,1,0,0,0
"മഞ്ചേരി, തിരൂർ, പൊന്നാനി പ്രദേശങ്ങളിൽ യെല്ലോ അലർട്ട് പ്രഖ്യാപിച്ചതായി കേന്ദ്ര കാലാവസ്ഥാ വകുപ്പ് അറിയിച്ചു.",1,ART_0466,1,14,SCALE,0,0,0,0
മലയോര മേഖലകളിൽ മണ്ണിടിച്ചിൽ ഭീഷണി നിലനിൽക്കുന്നതിനാൽ അനാവശ്യ യാത്രകൾ ഒഴിവാക്കണമെന്ന് ദുരന്തനിവാരണ വിഭാഗം അറിയിച്ചു.,1,ART_0466,2,14,RISK_IMPACT,0,0,0,0
സ്കൂൾ വിദ്യാർത്ഥികൾക്കും തൊഴിലാളികൾക്കും സുരക്ഷ ഉറപ്പാക്കാൻ പ്രാദേശിക ഭരണകൂടം നിരീക്ഷണം ആരംഭിച്ചു.,0,ART_0466,3,14,GENERAL_DETAIL,0,0,0,0
പുഴകളുടെയും തോടുകളുടെയും തീരത്ത് താമസിക്കുന്നവർ അധികൃതരുടെ മുന്നറിയിപ്പുകൾ ശ്രദ്ധിക്കണം.,0,ART_0466,4,14,GENERAL_DETAIL,0,0,0,0
അടുത്ത 24 മണിക്കൂർ നിർണായകമാണെന്ന് ഉദ്യോഗസ്ഥർ പറഞ്ഞു.,0,ART_0466,5,14,GENERAL_DETAIL,3,0,0,0
വൈദ്യുതി വകുപ്പും അഗ്നിരക്ഷാ സേനയും അടിയന്തര സാഹചര്യങ്ങൾ നേരിടാൻ സജ്ജമാണ്.,0,ART_0466,6,14,GENERAL_DETAIL,0,0,0,0
മഴക്കെടുതി കുറയ്ക്കാനും പൊതുജനങ്ങളുടെ സുരക്ഷ ഉറപ്പാക്കാനും മുൻകരുതൽ നടപടികൾ ശക്തമാക്കിയതായി ജില്ലാ ഭരണകൂടം വ്യക്തമാക്കി.,1,ART_0466,7,14,PURPOSE_GOAL,1,0,0,1
ജനങ്ങൾ അഭ്യൂഹങ്ങൾ വിശ്വസിക്കാതെ ഔദ്യോഗിക അറിയിപ്പുകൾ മാത്രം പിന്തുടരണമെന്ന് അധികൃതർ നിർദേശിച്ചു.,1,ART_0466,8,14,PUBLIC_IMPACT,0,0,0,0
മഴ ശക്തമായി തുടരുകയാണെങ്കിൽ ചില ഭാഗങ്ങളിൽ ഗതാഗത നിയന്ത്രണം ഏർപ്പെടുത്താൻ സാധ്യതയുണ്ട്.,0,ART_0466,9,14,POSSIBLE_FUTURE,0,1,0,0
ആവശ്യമായാൽ ദുരിതാശ്വാസ ക്യാമ്പുകൾ തുറക്കാനുള്ള ഒരുക്കങ്ങൾ പൂർത്തിയായതായി ജില്ലാ ഭരണകൂടം വ്യക്തമാക്കി.,0,ART_0466,10,14,GENERAL_DETAIL,1,0,0,0
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0466,11,14,GENERAL_DETAIL,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0466,12,14,GENERAL_DETAIL,0,0,0,0
താഴ്ന്ന പ്രദേശങ്ങളിൽ താമസിക്കുന്നവർ ജാഗ്രത പാലിക്കണമെന്ന് അധികൃതർ മുന്നറിയിപ്പ് നൽകി.,0,ART_0466,13,14,PUBLIC_IMPACT,0,0,0,1
പത്തനംതിട്ട: സ്കൂൾ പരിസരങ്ങളിലെ റോഡ് സുരക്ഷ മെച്ചപ്പെടുത്താൻ പുതിയ സുരക്ഷാ പദ്ധതി ആരംഭിച്ചു.,1,ART_0467,0,13,EVENT,0,0,0,0
